player,pos,team,games,fg,fg_att,fg_0019,fg_att_0019,fg_2029,fg_att_2029,fg_3039,fg_att_3039,fg_4049,fg_att_4049,fg_50,fg_att_50,xp,xp_att,site_pts,site_fppg,src_id,data_src,id,fg_50_att,fg_49,fg_49_att,fg_39,fg_att_39,opp,fg_miss,xp_miss,bye,curr_site_pts,draft_rank,fg_pct,xp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Greg Zuerlein,K,NYJ,NA,1.4,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,5.7,NA,11345,FantasyPros,10868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1.4,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,5.6,NA,19028,FantasyPros,14600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,5.3,NA,9443,FantasyPros,8930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moody, Jake",K,SFO,NA,2.3,2.5,0,NA,1.1,NA,0.5,NA,0.5,NA,0.3,NA,3.1,3.2,10.5,NA,NA,FantasySharks,16286,NA,NA,NA,NA,NA,ARI,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gay, Matt",K,IND,NA,2.1,2.3,0,NA,0.4,NA,0.5,NA,0.4,NA,0.8,NA,2.4,2.4,10.3,NA,NA,FantasySharks,14244,NA,NA,NA,NA,NA,LAR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McPherson, Evan",K,CIN,NA,2.3,2.6,0,NA,0.6,NA,0.5,NA,0.7,NA,0.5,NA,2.4,2.6,10,NA,NA,FantasySharks,15368,NA,NA,NA,NA,NA,@TEN,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Jake",K,PHI,NA,2.1,2.3,0,NA,0.4,NA,0.9,NA,0.3,NA,0.4,NA,3.3,3.4,10,NA,NA,FantasySharks,13303,NA,NA,NA,NA,NA,WAS,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Butker, Harrison",K,KCC,NA,1.8,2,0,NA,0.3,NA,0.7,NA,0.5,NA,0.3,NA,3.7,3.8,9.5,NA,NA,FantasySharks,13354,NA,NA,NA,NA,NA,@NYJ,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myers, Jason",K,SEA,NA,2.3,2.6,0,NA,0.5,NA,1.2,NA,0.3,NA,0.3,NA,2.8,2.8,9.5,NA,NA,FantasySharks,12437,NA,NA,NA,NA,NA,@NYG,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pineiro, Eddy",K,CAR,NA,2.1,2.3,0,NA,0.2,NA,0.8,NA,0.9,NA,0.3,NA,1.9,2,9.2,NA,NA,FantasySharks,13719,NA,NA,NA,NA,NA,MIN,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maher, Brett",K,LAR,NA,2.2,2.5,0,NA,0.5,NA,0.6,NA,0.7,NA,0.3,NA,2.3,2.4,9.1,NA,NA,FantasySharks,13909,NA,NA,NA,NA,NA,@IND,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Folk, Nick",K,TEN,NA,2.1,2.2,0,NA,0.6,NA,0.6,NA,0.7,NA,0.2,NA,1.7,1.8,8.7,NA,NA,FantasySharks,8851,NA,NA,NA,NA,NA,CIN,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bass, Tyler",K,BUF,NA,1.6,1.8,0,NA,0.4,NA,0.6,NA,0.4,NA,0.2,NA,3.3,3.4,8.5,NA,NA,FantasySharks,14983,NA,NA,NA,NA,NA,MIA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Daniel",K,LVR,NA,1.9,2.1,0,NA,0.6,NA,0.5,NA,0.4,NA,0.4,NA,1.7,1.7,8,NA,NA,FantasySharks,13718,NA,NA,NA,NA,NA,@LAC,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koo, Younghoe",K,ATL,NA,2,2.2,0,NA,0.6,NA,0.6,NA,0.5,NA,0.3,NA,1.7,1.9,8,NA,NA,FantasySharks,13403,NA,NA,NA,NA,NA,@JAC,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aubrey, Brandon",K,DAL,NA,1.9,2,0,NA,0.8,NA,0.6,NA,0.3,NA,0.2,NA,1.9,2.1,7.9,NA,NA,FantasySharks,16414,NA,NA,NA,NA,NA,NEP,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Justin",K,BAL,NA,2.1,2.5,0,NA,0.6,NA,0.6,NA,0.5,NA,0.4,NA,1.8,1.8,7.9,NA,NA,FantasySharks,10976,NA,NA,NA,NA,NA,@CLE,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dicker, Cameron",K,LAC,NA,1.8,2,0,NA,0.6,NA,0.6,NA,0.4,NA,0.1,NA,2.5,2.5,7.8,NA,NA,FantasySharks,15979,NA,NA,NA,NA,NA,LVR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hopkins, Dustin",K,CLE,NA,1.8,2.2,0,NA,0.2,NA,0.4,NA,0.9,NA,0.4,NA,1.6,1.6,7.7,NA,NA,FantasySharks,11387,NA,NA,NA,NA,NA,BAL,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fairbairn, Ka'imi",K,HOU,NA,1.9,2.1,0,NA,0.6,NA,0.7,NA,0.3,NA,0.3,NA,1.6,1.6,7.6,NA,NA,FantasySharks,12860,NA,NA,NA,NA,NA,PIT,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Grupe, Blake",K,NOS,NA,1.9,2.2,0,NA,1,NA,0.5,NA,0.1,NA,0.3,NA,1.9,2,7.4,NA,NA,FantasySharks,16444,NA,NA,NA,NA,NA,TBB,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boswell, Chris",K,PIT,NA,1.7,2.1,0,NA,0.2,NA,0.4,NA,0.6,NA,0.6,NA,1.5,1.5,7.2,NA,NA,FantasySharks,11936,NA,NA,NA,NA,NA,@HOU,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Jason",K,MIA,NA,1.5,2,0,NA,0.4,NA,0.4,NA,0.6,NA,0.1,NA,3,3.2,7,NA,NA,FantasySharks,13832,NA,NA,NA,NA,NA,@BUF,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Chase",K,TBB,NA,1.8,2.1,0,NA,0.5,NA,0.5,NA,0.4,NA,0.4,NA,1.5,1.5,6.8,NA,NA,FantasySharks,14717,NA,NA,NA,NA,NA,@NOS,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prater, Matt",K,ARI,NA,1.7,2.1,0,NA,0.3,NA,0.7,NA,0.4,NA,0.4,NA,1.4,1.5,6.8,NA,NA,FantasySharks,8930,NA,NA,NA,NA,NA,@SFO,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Santos, Cairo",K,CHI,NA,1.5,1.7,0,NA,0.5,NA,0.3,NA,0.5,NA,0.2,NA,1.6,1.8,6.6,NA,NA,FantasySharks,11945,NA,NA,NA,NA,NA,DEN,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Joseph, Greg",K,MIN,NA,1.3,1.5,0,NA,0.5,NA,0.3,NA,0.3,NA,0.2,NA,2.3,2.5,6.2,NA,NA,FantasySharks,13898,NA,NA,NA,NA,NA,@CAR,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gano, Graham",K,NYG,NA,1.4,1.6,0,NA,0.1,NA,0.5,NA,0.4,NA,0.3,NA,1.6,1.6,6.2,NA,NA,FantasySharks,9694,NA,NA,NA,NA,NA,SEA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Riley",K,DET,NA,1.3,1.5,0,NA,0.4,NA,0.6,NA,0.3,NA,0.1,NA,2.3,2.4,6.1,NA,NA,FantasySharks,15369,NA,NA,NA,NA,NA,@GBP,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lutz, Wil",K,DEN,NA,1.5,1.9,0,NA,0.5,NA,0.6,NA,0.2,NA,0.2,NA,2,2.2,6.1,NA,NA,FantasySharks,12956,NA,NA,NA,NA,NA,@CHI,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McManus, Brandon",K,JAC,NA,1.5,2,0,NA,0.3,NA,0.4,NA,0.6,NA,0.2,NA,1.8,1.9,6,NA,NA,FantasySharks,11947,NA,NA,NA,NA,NA,ATL,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zuerlein, Greg",K,NYJ,NA,1.6,1.9,0,NA,0.3,NA,0.5,NA,0.5,NA,0.2,NA,1.3,1.3,6,NA,NA,FantasySharks,10868,NA,NA,NA,NA,NA,KCC,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ryland, Chad",K,NEP,NA,1.3,1.7,0,NA,0.2,NA,0.2,NA,0.5,NA,0.3,NA,1.9,2,5.5,NA,NA,FantasySharks,16292,NA,NA,NA,NA,NA,@DAL,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slye, Joey",K,WAS,NA,1.5,1.9,0,NA,0.4,NA,0.3,NA,0.5,NA,0.2,NA,1.4,1.5,5.5,NA,NA,FantasySharks,14600,NA,NA,NA,NA,NA,@PHI,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carlson, Anders",K,GBP,NA,1.1,1.2,0,NA,0.3,NA,0.5,NA,0.1,NA,0.2,NA,2.3,2.4,5.3,NA,NA,FantasySharks,16339,NA,NA,NA,NA,NA,DET,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,11,NA,18715,FFToday,16414,NA,NA,NA,NA,NA,NE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17010,FFToday,14983,NA,NA,NA,NA,NA,MIA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,15827,FFToday,13354,NA,NA,NA,NA,NA,NYJ,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,18318,FFToday,15979,NA,NA,NA,NA,NA,LV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,15860,FFToday,13303,NA,NA,NA,NA,NA,WAS,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,16084,FFToday,13898,NA,NA,NA,NA,NA,CAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,17642,FFToday,15368,NA,NA,NA,NA,NA,TEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,18599,FFToday,16286,NA,NA,NA,NA,NA,ARI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,9,NA,14584,FFToday,12437,NA,NA,NA,NA,NA,NYG,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16155,FFToday,13718,NA,NA,NA,NA,NA,LAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14904,FFToday,12860,NA,NA,NA,NA,NA,PIT,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,3188,FFToday,8851,NA,NA,NA,NA,NA,CIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16578,FFToday,14244,NA,NA,NA,NA,NA,LAR,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14905,FFToday,13403,NA,NA,NA,NA,NA,JAC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,14750,FFToday,12956,NA,NA,NA,NA,NA,CHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,LAR,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,13253,FFToday,13909,NA,NA,NA,NA,NA,IND,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16824,FFToday,14717,NA,NA,NA,NA,NA,NO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,DET,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,17860,FFToday,15369,NA,NA,NA,NA,NA,GB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,16055,FFToday,13719,NA,NA,NA,NA,NA,MIN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,8,NA,12674,FFToday,10976,NA,NA,NA,NA,NA,CLE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,14644,FFToday,11936,NA,NA,NA,NA,NA,HOU,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anders Carlson,K,GB,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,18493,FFToday,16339,NA,NA,NA,NA,NA,DET,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,11369,FFToday,9694,NA,NA,NA,NA,NA,SEA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Grupe,K,NO,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,18719,FFToday,16444,NA,NA,NA,NA,NA,TB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,CLE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,13168,FFToday,11387,NA,NA,NA,NA,NA,BAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon McManus,K,JAC,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,14391,FFToday,11947,NA,NA,NA,NA,NA,ATL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,16208,FFToday,13832,NA,NA,NA,NA,NA,BUF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad Ryland,K,NE,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,18636,FFToday,16292,NA,NA,NA,NA,NA,DAL,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,14392,FFToday,11945,NA,NA,NA,NA,NA,DEN,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joey Slye,K,WAS,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,16763,FFToday,14600,NA,NA,NA,NA,NA,PHI,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,12445,FFToday,10868,NA,NA,NA,NA,NA,KC,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Prater,K,ARI,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,3192,FFToday,8930,NA,NA,NA,NA,NA,SF,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Folk,K,TEN,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,11.97,NA,4780,FleaFlicker,8851,NA,NA,NA,NA,NA,CINSun 1:00 PM,NA,NA,7,NA,K20,2/2,1/1,56%,NA,NA,NA,NA,NA,NA,NA
Greg Joseph,K,MIN,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,10.58,NA,14337,FleaFlicker,13898,NA,NA,NA,NA,NA,@CARSun 1:00 PM,NA,NA,3,NA,NA,2/2,2/2,35%,NA,NA,NA,NA,NA,NA,NA
Jason Myers,K,SEA,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.44,NA,11124,FleaFlicker,12437,NA,NA,NA,NA,NA,@NYGMon 8:15 PM,NA,NA,5,NA,K14,2/1,2/2,69%,NA,NA,NA,NA,NA,NA,NA
Cairo Santos,K,CHI,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,10.41,NA,10888,FleaFlicker,11945,NA,NA,NA,NA,NA,DENSun 1:00 PM,NA,NA,3,NA,NA,2/2,2/2,8%,NA,NA,NA,NA,NA,NA,NA
Dustin Hopkins,K,CLE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.2,NA,9416,FleaFlicker,11387,NA,NA,NA,NA,NA,BALSun 1:00 PM,NA,NA,5,NA,K21,2/2,2/2,18%,NA,NA,NA,NA,NA,NA,NA
Justin Tucker,K,BAL,NA,2,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,10.17,NA,8663,FleaFlicker,10976,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,3,NA,K1,2/1,2/2,97%,NA,NA,NA,NA,NA,NA,NA
Matt Gay,K,IND,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,10.1,NA,14848,FleaFlicker,14244,NA,NA,NA,NA,NA,LARSun 1:00 PM,NA,NA,1,NA,K13,2/1,2/2,45%,NA,NA,NA,NA,NA,NA,NA
Tyler Bass,K,BUF,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,NA,15626,FleaFlicker,14983,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,3,NA,K2,2/2,3/3,94%,NA,NA,NA,NA,NA,NA,NA
Chase McLaughlin,K,TB,NA,2,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,1.8,9.82,NA,15412,FleaFlicker,14717,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,5,NA,NA,2/1,1/1,11%,NA,NA,NA,NA,NA,NA,NA
Jake Moody,K,SF,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,9.81,NA,17665,FleaFlicker,16286,NA,NA,NA,NA,NA,ARISun 4:25 PM,NA,NA,9,NA,K7,2/1,2/2,65%,NA,NA,NA,NA,NA,NA,NA
Harrison Butker,K,KC,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.6,9.6,NA,13124,FleaFlicker,13354,NA,NA,NA,NA,NA,@NYJSun 8:20 PM,NA,NA,0,NA,K3,2/2,2/2,91%,NA,NA,NA,NA,NA,NA,NA
Graham Gano,K,NYG,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.44,NA,6304,FleaFlicker,9694,NA,NA,NA,NA,NA,SEAMon 8:15 PM,NA,NA,3,NA,NA,2/2,2/2,33%,NA,NA,NA,NA,NA,NA,NA
Jake Elliott,K,PHI,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2.4,9.35,NA,13035,FleaFlicker,13303,NA,NA,NA,NA,NA,WASSun 1:00 PM,NA,NA,0,NA,K11,2/2,2/2,85%,NA,NA,NA,NA,NA,NA,NA
Riley Patterson,K,DET,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,9.28,NA,16587,FleaFlicker,15369,NA,NA,NA,NA,NA,@GBW 34-20,NA,NA,9,9.28,K12,2/2,2/2,15%,NA,NA,NA,NA,NA,NA,NA
Daniel Carlson,K,LV,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,9.19,NA,13947,FleaFlicker,13718,NA,NA,NA,NA,NA,@LACSun 4:05 PM,NA,NA,3,NA,K9,2/1,2/2,75%,NA,NA,NA,NA,NA,NA,NA
Younghoe Koo,K,ATL,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,9.1,NA,13324,FleaFlicker,13403,NA,NA,NA,NA,NA,@JACSun 9:30 AM,NA,NA,1,NA,K6,2/2,2/2,80%,NA,NA,NA,NA,NA,NA,NA
Wil Lutz,K,DEN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,9.05,NA,12611,FleaFlicker,12956,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,9,NA,NA,2/2,2/2,17%,NA,NA,NA,NA,NA,NA,NA
Eddy Pineiro,K,CAR,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.98,NA,13986,FleaFlicker,13719,NA,NA,NA,NA,NA,MINSun 1:00 PM,NA,NA,7,NA,NA,2/1,1/1,7%,NA,NA,NA,NA,NA,NA,NA
Brett Maher,K,LAR,NA,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,1.9,8.93,NA,10038,FleaFlicker,13909,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,0,NA,NA,2/2,1/1,33%,NA,NA,NA,NA,NA,NA,NA
Cameron Dicker,K,LAC,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,8.84,NA,17315,FleaFlicker,15979,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,5,NA,K8,2/2,2/2,26%,NA,NA,NA,NA,NA,NA,NA
Evan McPherson,K,CIN,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.2,8.21,NA,16457,FleaFlicker,15368,NA,NA,NA,NA,NA,@TENSun 1:00 PM,NA,NA,7,NA,K10,2/2,2/2,79%,NA,NA,NA,NA,NA,NA,NA
Brandon Aubrey,K,DAL,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,2.1,8.09,NA,18330,FleaFlicker,16414,NA,NA,NA,NA,NA,NESun 4:25 PM,NA,NA,7,NA,K15,2/2,2/2,44%,NA,NA,NA,NA,NA,NA,NA
Ka'imi Fairbairn,K,HOU,NA,2,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8.01,NA,12347,FleaFlicker,12860,NA,NA,NA,NA,NA,PITSun 1:00 PM,NA,NA,7,NA,K24,2/2,2/2,8%,NA,NA,NA,NA,NA,NA,NA
Jason Sanders,K,MIA,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,2.8,6.77,NA,13977,FleaFlicker,13832,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,0,NA,K4,1/1,2/2,75%,NA,NA,NA,NA,NA,NA,NA
Chris Boswell,K,PIT,NA,1,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,6.5,NA,10779,FleaFlicker,11936,NA,NA,NA,NA,NA,@HOUSun 1:00 PM,NA,NA,6,NA,NA,1/1,2/2,16%,NA,NA,NA,NA,NA,NA,NA
Greg Zuerlein,K,NYJ,NA,1,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,1.6,5.62,NA,8608,FleaFlicker,10868,NA,NA,NA,NA,NA,KCSun 8:20 PM,NA,NA,7,NA,K19,1/1,1/1,19%,NA,NA,NA,NA,NA,NA,NA
